"","title","author","subject","abstract","meta"
"78","Designing three-way entangled and nonlocal two-way entangled single particle states via alternate quantum walks","Dinesh Kumar Panda, Colin Benjamin","Quantum Physics (quant-ph)","Entanglement with single-particle states is advantageous in quantum technology because of their ability to encode and process information more securely than their multi-particle analogs. Three-way and nonlocal two-way entangled single-particle states are desirable in this context. Herein, we generate three-way entanglement from an initially separable state involving three degrees of freedom of a quantum particle, which evolves via a 2D alternate quantum walk employing a resource-saving single-qubit coin. We achieve maximum possible values for the three-way entanglement quantified by the $\pi$-tangle between the three degrees of freedom. We also generate optimal two-way nonlocal entanglement, quantified by the negativity between the nonlocal position degrees of freedom of the particle. This prepared architecture using quantum walks can be experimentally realized with a photon.","Wed, 7 Feb 2024 18:33:28 UTC (860 KB)[v2] Thu, 8 Feb 2024 06:02:20 UTC (860 KB)"
"79","Performance of a Kinetic Inductance Phonon-Mediated Detector at the NEXUS Cryogenic Facility","Dylan J Temples, Osmond Wen, Karthik Ramanathan, Taylor Aralis, Yen-Yung Chang, Sunil Golwala, Lauren Hsu, Corey Bathurst, Daniel Baxter, Daniel Bowring, Ran Chen, Enectali Figueroa-Feliciano, Matthew Hollister, Christopher James, Kyle Kennard, Noah Kurinsky, Samantha Lewis, Patrick Lukens, Valentina Novati, Runze Ren, Benjamin Schmidt","Instrumentation and Detectors (physics.ins-det)","Microcalorimeters that leverage microwave kinetic inductance detectors to read out phonon signals in the particle-absorbing target, referred to as kinetic inductance phonon-mediated (KIPM) detectors, offer an attractive detector architecture to probe dark matter (DM) down to the fermionic thermal relic mass limit. A prototype KIPM detector featuring a single aluminum resonator patterned onto a 1-gram silicon substrate was operated in the NEXUS low-background facility at Fermilab for characterization and evaluation of this detector architecture's efficacy for a dark matter search. An energy calibration was performed by exposing the bare substrate to a pulsed source of 470 nm photons, resulting in a baseline resolution on the energy absorbed by the phonon sensor of $2.1\pm0.2$ eV, a factor of two better than the current state-of-the-art, enabled by millisecond-scale quasiparticle lifetimes. However, due to the sub-percent phonon collection efficiency, the resolution on energy deposited in the substrate is limited to $\sigma_E=318 \pm 28$ eV. We further model the signal pulse shape as a function of device temperature to extract quasiparticle lifetimes, as well as the observed noise spectra, both of which impact the baseline resolution of the sensor.","Tue, 6 Feb 2024 23:42:55 UTC (10,490 KB)"
"80","Translating the future: Image-to-image translation for the prediction of future brain metabolism","Elena Doering, Merle C. Hönig, Tobias Deußer, Gerard N. Bischof, Thilo van Eimeren, Alexander Drzezga, Lotta M. Ellingsen (for the Alzheimer's Disease Neuroimaging Initiative)","Image and Video Processing (eess.IV)","Alzheimer's disease (AD) is a progressive neurodegenerative disorder leading to cognitive decline. [$^{18}$F]-Fluorodeoxyglucose positron emission tomography ([$^{18}$F]-FDG PET) is used to monitor brain metabolism, aiding in the diagnosis and assessment of AD over time. However, the feasibility of multi-time point [$^{18}$F]-FDG PET scans for diagnosis is limited due to radiation exposure, cost, and patient burden. To address this, we have developed a predictive image-to-image translation (I2I) model to forecast future [$^{18}$F]-FDG PET scans using baseline and year-one data. The proposed model employs a convolutional neural network architecture with long-short term memory and was trained on [$^{18}$F]-FDG PET data from 161 individuals from the Alzheimer's Disease Neuroimaging Initiative. Our I2I network showed high accuracy in predicting year-two [18F]-FDG PET scans, with a mean absolute error of 0.031 and a structural similarity index of 0.961. Furthermore, the model successfully predicted PET scans up to seven years post-baseline. Notably, the predicted [$^{18}$F]-FDG PET signal in an AD-susceptible meta-region was highly accurate for individuals with mild cognitive impairment across years. In contrast, a linear model was sufficient for predicting brain metabolism in cognitively normal and dementia subjects. In conclusion, both the I2I network and the linear model could offer valuable prognostic insights, guiding early intervention strategies to preemptively address anticipated declines in brain metabolism and potentially to monitor treatment effects.","Tue, 6 Feb 2024 16:02:51 UTC (6,424 KB)"
"81","AirPhyNet: Harnessing Physics-Guided Neural Networks for Air Quality Prediction","Kethmi Hirushini Hettige, Jiahao Ji, Shili Xiang, Cheng Long, Gao Cong, Jingyuan Wang","Machine Learning (cs.LG)","Air quality prediction and modelling plays a pivotal role in public health and environment management, for individuals and authorities to make informed decisions. Although traditional data-driven models have shown promise in this domain, their long-term prediction accuracy can be limited, especially in scenarios with sparse or incomplete data and they often rely on black-box deep learning structures that lack solid physical foundation leading to reduced transparency and interpretability in predictions. To address these limitations, this paper presents a novel approach named Physics guided Neural Network for Air Quality Prediction (AirPhyNet). Specifically, we leverage two well-established physics principles of air particle movement (diffusion and advection) by representing them as differential equation networks. Then, we utilize a graph structure to integrate physics knowledge into a neural network architecture and exploit latent representations to capture spatio-temporal relationships within the air quality data. Experiments on two real-world benchmark datasets demonstrate that AirPhyNet outperforms state-of-the-art models for different testing scenarios including different lead time (24h, 48h, 72h), sparse data and sudden change prediction, achieving reduction in prediction errors up to 10%. Moreover, a case study further validates that our model captures underlying physical processes of particle movement and generates accurate predictions with real physical meaning.","Tue, 6 Feb 2024 07:55:54 UTC (13,576 KB)[v2] Wed, 7 Feb 2024 02:10:11 UTC (13,576 KB)"
"82","All-Optical, Reconfigurable and Power Independent Neural Activation Function by Means of Phase Modulation","George Sarantoglou, Adonis Bogris, Charis Mesaritakis","Optics (physics.optics)","In this work, we present numerical results concerning an integrated photonic non-linear activation function that relies on a power independent, non-linear phase to amplitude conversion in a passive optical resonator. The underlying mechanism is universal to all optical filters, whereas here, simulations were based on micro-ring resonators (MRRs). Investigation revealed that the photonic neural node can be tuned to support a wide variety of continuous activation functions that are relevant to the neural network architectures, such as the sigmoid and the softplus functions. The proposed photonic node is numerically evaluated in the context of time delayed reservoir computing (TDRC) scheme, targeting the one-step ahead prediction of the Santa Fe series. The proposed phase to amplitude TDRC is benchmarked versus the conventional amplitude based TDRC, showcasing a performance boost by one order of magnitude.","Tue, 6 Feb 2024 07:49:50 UTC (516 KB)"
"83","Magnetic Field Gated and Current Controlled Spintronic Mem-transistor Neuron -based Spiking Neural Networks","Aijaz H. Lone, Meng Tang, Daniel N. Rahimi, Xuecui Zou, Dongxing Zheng, Hossein Fariborzi, Xixiang Zhang, Gianluca Setti","Applied Physics (physics.app-ph)","Spintronic devices, such as the domain walls and skyrmions, have shown significant potential for applications in energy-efficient data storage and beyond CMOS computing architectures. In recent years, spiking neural networks have shown more bio-plausibility. Based on the magnetic multilayer spintronic devices, we demonstrate the magnetic field-gated Leaky integrate and fire neuron characteristics for the spiking neural network applications. The LIF characteristics are controlled by the current pulses, which drive the domain wall, and an external magnetic field is used as the bias to tune the firing properties of the neuron. Thus, the device works like a gate-controlled LIF neuron, acting like a spintronic Mem-Transistor device. We develop a LIF neuron model based on the measured characteristics to show the device integration in the system-level SNNs. We extend the study and propose a scaled version of the demonstrated device with a multilayer spintronic domain wall magnetic tunnel junction as a LIF neuron. using the combination of SOT and the variation of the demagnetization energy across the thin film, the modified leaky integrate and fire LIF neuron characteristics are realized in the proposed devices. The neuron device characteristics are modeled as the modified LIF neuron model. Finally, we integrate the measured and simulated neuron models in the 3-layer spiking neural network and convolutional spiking neural network CSNN framework to test these spiking neuron models for classification of the MNIST and FMNIST datasets. In both architectures, the network achieves classification accuracy above 96%. Considering the good system-level performance, mem-transistor properties, and promise for scalability. The presented devices show an excellent properties for neuromorphic computing applications.","Tue, 6 Feb 2024 07:19:01 UTC (1,841 KB)"
"84","Path Signatures and Graph Neural Networks for Slow Earthquake Analysis: Better Together?","Hans Riess, Manolis Veveakis, Michael M. Zavlanos","Machine Learning (cs.LG)","The path signature, having enjoyed recent success in the machine learning community, is a theoretically-driven method for engineering features from irregular paths. On the other hand, graph neural networks (GNN), neural architectures for processing data on graphs, excel on tasks with irregular domains, such as sensor networks. In this paper, we introduce a novel approach, Path Signature Graph Convolutional Neural Networks (PS-GCNN), integrating path signatures into graph convolutional neural networks (GCNN), and leveraging the strengths of both path signatures, for feature extraction, and GCNNs, for handling spatial interactions. We apply our method to analyze slow earthquake sequences, also called slow slip events (SSE), utilizing data from GPS timeseries, with a case study on a GPS sensor network on the east coast of New Zealand's north island. We also establish benchmarks for our method on simulated stochastic differential equations, which model similar reaction-diffusion phenomenon. Our methodology shows promise for future advancement in earthquake prediction and sensor network analysis.","Mon, 5 Feb 2024 22:16:05 UTC (2,859 KB)"
"85","Artificial-intelligence-based surrogate solution of dissipative quantum dynamics: physics-informed reconstruction of the universal propagator","Jiaji Zhang, Carlos L. Benavides-Riveros, Lipeng Chen","Quantum Physics (quant-ph)","The accurate (or even approximate) solution of the equations that govern the dynamics of dissipative quantum systems remains a challenging task for quantum science. While several algorithms have been designed to solve those equations with different degrees of flexibility, they rely mainly on highly expensive iterative schemes. Most recently, deep neural networks have been used for quantum dynamics but current architectures are highly dependent on the physics of the particular system and usually limited to population dynamics. Here we introduce an artificial-intelligence-based surrogate model that solves dissipative quantum dynamics by parameterizing quantum propagators as Fourier neural operators, which we train using both dataset and physics-informed loss functions. Compared with conventional algorithms, our quantum neural propagator avoids time-consuming iterations and provides a universal super-operator that can be used to evolve any initial quantum state for arbitrarily long times. To illustrate the wide applicability of the approach, we employ our quantum neural propagator to compute population dynamics and time-correlation functions of the Fenna-Matthews-Olson complex.","Mon, 5 Feb 2024 07:52:04 UTC (758 KB)"
"86","Full-body deep learning-based automated contouring of contrast-enhanced murine organs for small animal irradiator CBCT","Ethan Cramer, Sophie Dobiasch, Xinmin Liu, Stephanie E. Combs, Rodney D. Wiersma","Medical Physics (physics.med-ph)","Purpose. To alleviate the manual contouring burden, deep learning (DL) based automated contouring has been explored. However, due to the poor contrast resolution of preclinical irradiator CBCT, these methods have been limited to high contrast - minimally anatomically complex - structures such as the heart and lungs. Thus, low contrast abdominal CBCT DL-based segmentation has yet to be addressed. In this work we explore a DL-based model in conjunction with iodine-based contrast agent approach to allow precise automatic contouring of mouse abdominal, thorax, and skeletal structures in under a second. Methods. A DL U-net-like architecture was trained to contour mice organs in small animal radiation research platform CBCT scans. 41 mice were contoured by a human expert, using semi-automatic segmentation methods, after injection of iodine contrast agent, establishing a ground truth for the DL model. The model was trained on a dataset of 26 mice, while 2 mice were used for validation, tuning the model during training, and 15 mice used for performance evaluation testing. The model consists of a pre-processor, and a post-processor for volumetric reconstruction of the DL-predicted probability maps. Model performance was evaluated using both qualitative and distance metrics, including the dice similarity score, precision score, Hausdorff Distance (HD), and mean surface distance (MSD). Results. Performance of the DL-based iodine contrast-enhanced model provided high quality predicted contours in under a second, with the median for all organs being reported: dice $>$ 91\%, precision $>$ 95\%, HD50 $<$ 1.0 mm, and MSD $<$ 1.41 mm. Conclusion. The proposed combination of a DL-based and iodine contrast-enhanced model proved as a viable method to vastly improve efficiency of small animal CBCT image-guided RT preclinical trials.","Sun, 4 Feb 2024 13:02:30 UTC (1,224 KB)"
"87","Unification of Symmetries Inside Neural Networks: Transformer, Feedforward and Neural ODE","Koji Hashimoto, Yuji Hirono, Akiyoshi Sannai","Machine Learning (cs.LG)","Understanding the inner workings of neural networks, including transformers, remains one of the most challenging puzzles in machine learning. This study introduces a novel approach by applying the principles of gauge symmetries, a key concept in physics, to neural network architectures. By regarding model functions as physical observables, we find that parametric redundancies of various machine learning models can be interpreted as gauge symmetries. We mathematically formulate the parametric redundancies in neural ODEs, and find that their gauge symmetries are given by spacetime diffeomorphisms, which play a fundamental role in Einstein's theory of gravity. Viewing neural ODEs as a continuum version of feedforward neural networks, we show that the parametric redundancies in feedforward neural networks are indeed lifted to diffeomorphisms in neural ODEs. We further extend our analysis to transformer models, finding natural correspondences with neural ODEs and their gauge symmetries. The concept of gauge symmetries sheds light on the complex behavior of deep learning models through physics and provides us with a unifying perspective for analyzing various machine learning architectures.","Sun, 4 Feb 2024 06:11:54 UTC (336 KB)"
"88","Epidemics on Networks","Jan Kreischer, Adrian Iten, Astrid Jehoul","Social and Information Networks (cs.SI)","Despite centuries of work on containment and mitigation strategies, infectious diseases are still a major problem facing humanity. This work is concerned with simulating heterogeneous contact structures and understanding how the structure of the underlying network affects the spread of the disease. For example, it has been empirically demonstrated and validated that scale free networks do not have an epidemic threshold. Understanding the relationship between network structure and disease dynamics can help to develop better mitigation strategies and more effective interventions.","Sat, 3 Feb 2024 18:35:51 UTC (994 KB)"
"89","Sets are all you need: Ultrafast jet classification on FPGAs for HL-LHC","Patrick Odagiu, Zhiqiang Que, Javier Duarte, Johannes Haller, Gregor Kasieczka, Artur Lobanov, Vladimir Loncar, Wayne Luk, Jennifer Ngadiuba, Maurizio Pierini, Philipp Rincke, Arpita Seksaria, Sioni Summers, Andre Sznajder, Alexander Tapper, Thea K. Aarrestad","High Energy Physics - Experiment (hep-ex)","We study various machine learning based algorithms for performing accurate jet flavor classification on field-programmable gate arrays and demonstrate how latency and resource consumption scale with the input size and choice of algorithm. These architectures provide an initial design for models that could be used for tagging at the CERN LHC during its high-luminosity phase. The high-luminosity upgrade will lead to a five-fold increase in its instantaneous luminosity for proton-proton collisions and, in turn, higher data volume and complexity, such as the availability of jet constituents. Through quantization-aware training and efficient hardware implementations, we show that O(100) ns inference of complex architectures such as deep sets and interaction networks is feasible at a low computational resource cost.","Fri, 2 Feb 2024 20:02:12 UTC (3,411 KB)"
"90","A Lyapunov theory demonstrating a fundamental limit on the speed of systems consolidation","Alireza Alemi, Emre R. F. Aksay, Mark S. Goldman","Neurons and Cognition (q-bio.NC)","The nervous system reorganizes memories from an early site to a late site, a commonly observed feature of learning and memory systems known as systems consolidation. Previous work has suggested learning rules by which consolidation may occur. Here, we provide conditions under which such rules are guaranteed to lead to stable convergence of learning and consolidation. We use the theory of Lyapunov functions, which enforces stability by requiring learning rules to decrease an energy-like (Lyapunov) function. We present the theory in the context of a simple circuit architecture motivated by classic models of learning in systems consolidation mediated by the cerebellum. Stability is only guaranteed if the learning rate in the late stage is not faster than the learning rate in the early stage. Further, the slower the learning rate at the late stage, the larger the perturbation the system can tolerate with a guarantee of stability. We provide intuition for this result by mapping the consolidation model to a damped driven oscillator system, and showing that the ratio of early- to late-stage learning rates in the consolidation model can be directly identified with the (square of the) oscillator's damping ratio. This work suggests the power of the Lyapunov approach to provide constraints on nervous system function.","Fri, 2 Feb 2024 18:07:40 UTC (719 KB)"
"91","Nanophotonic Phased Array XY Hamiltonian Solver","Michelle Chalupnik, Anshuman Singh, James Leatham, Marko Loncar, Moe Soltani","Optics (physics.optics)","Solving large-scale computationally hard optimization problems using existing computers has hit a bottleneck. A promising alternative approach uses physics-based phenomena to naturally solve optimization problems wherein the physical phenomena evolves to its minimum energy. In this regard, photonics devices have shown promise as alternative optimization architectures, benefiting from high-speed, high-bandwidth and parallelism in the optical domain. Among photonic devices, programmable spatial light modulators (SLMs) have shown promise in solving large scale Ising model problems to which many computationally hard problems can be mapped. Despite much progress, existing SLMs for solving the Ising model and similar problems suffer from slow update rates and physical bulkiness. Here, we show that using a compact silicon photonic integrated circuit optical phased array (PIC-OPA) we can simulate an XY Hamiltonian, a generalized form of Ising Hamiltonian, where spins can vary continuously. In this nanophotonic XY Hamiltonian solver, the spins are implemented using analog phase shifters in the optical phased array. The far field intensity pattern of the PIC-OPA represents an all-to-all coupled XY Hamiltonian energy and can be optimized with the tunable phase-shifters allowing us to solve an all-to-all coupled XY model. Our results show the utility of PIC-OPAs as compact, low power, and high-speed solvers for nondeterministic polynomial (NP)-hard problems. The scalability of the silicon PIC-OPA and its compatibility with monolithic integration with CMOS electronics further promises the realization of a powerful hybrid photonic/electronic non-Von Neumann compute engine.","Fri, 2 Feb 2024 05:46:21 UTC (3,206 KB)"
"92","GAMPix: a novel fine-grained, low-noise and ultra-low power pixelated charge readout for TPCs","Tom Shutt, Bahrudin Trbalic, Aldo Pena-Perez, Steffen Luitz, Mark Convery, Angelo Dragone, Lorenzo Rota, Dietrich R. Freytag, Dionisio Doering, Filippo Mele, Miriam Moore, Hiro Tanaka, Yun-Tse Tsai","Instrumentation and Detectors (physics.ins-det)","We report on the development of a novel pixel charge readout system, Grid Activated Multi-scale pixel readout (GAMPix), which is under development for use in the GammaTPC gamma ray instrument concept. GammaTPC is being developed to optimize the use of liquid argon time projection chamber technology for gamma ray astrophysics, for which a fine grained low power charge readout is essential. GAMPix uses a new architecture with coarse and fine scale instrumented electrodes to solve the twin problems of loss of measured charge after diffusion, and high readout power. Fundamentally, it enables low noise and ultra low power charge readout at the spatial scale limited by diffusion in a time projection chamber, and has other possibly applications, including future DUNE modules.","Wed, 31 Jan 2024 23:46:47 UTC (13,758 KB)"
"93","Time-Dependent Dielectric Breakdown on Subnanometer EOT nMOS FinFETs","Pedro C. Feijoo, Thomas Kauerauf, María Toledano-Luque, Mitsuhiro Togo, Enrique San Andrés, Guido Groeseneken","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","In this paper, the time-dependent dielectric breakdown (TDDB) in sub-1-nm equivalent oxide thickness (EOT) n-type bulk FinFETs is studied. The gate stacks consist of an IMEC clean interfacial layer, atomic layer deposition HfO2 high-k and TiN metal electrode. For the 0.8-nm EOT FinFETs, it is found that TDDB lifetime is consistent with results of planar devices for areas around 1e-8 cm2, implying that the FinFET architecture does not seem to introduce new failure mechanisms. However, for devices with smaller area, the extrapolated voltage at a ten-year lifetime for soft breakdown (SBD) does not meet the specifications, and as a consequence, the SBD path wear-out will have to be included in the final extrapolation. Furthermore, it is shown that for EOTs smaller than 0.8 nm, the TDDB reliability on n-type FinFETs is challenged by the high leakage currents.","Mon, 29 Jan 2024 19:08:28 UTC (581 KB)"
"94","Ab-Initio Calculations of Nonlinear Susceptibility and Multi-Phonon Mixing Processes in a 2DEG-Piezoelectric Heterostructure","Eric Chatterjee, Alexander Wendt, Daniel Soh, Matt Eichenfield","Applied Physics (physics.app-ph)","Solid-state elastic-wave phonons are a promising platform for a wide range of quantum information applications. An outstanding challenge and enabling capability in harnessing phonons for quantum information processing is achieving strong nonlinear interactions between them. To this end, we propose a general architecture using piezoelectric-semiconductor heterostructures consisting of a piezoelectric acoustic material hosting phonon modes in direct proximity to a two-dimensional electron gas (2DEG). Each phonon in the piezoelectric material carries an electric field, which extends into the 2DEG. The fields induce polarization of 2DEG electrons, which in turn interact with other piezoelectric phononic electric fields. The net result is coupling between the various phonon modes. We derive, from first principles, the nonlinear phononic susceptibility of the system. We show that many nonlinear processes are strongly favored at high electron mobility, motivating the use of the 2DEG to mediate the nonlinearities. We derive in detail the first, second, and third-order susceptibilities and calculate them for the case of a lithium niobate surface acoustic wave interacting with a GaAs-AlGaAs heterostructure 2DEG. We show that, for this system, the strong third-order nonlinearity could enable single-phonon Kerr shift in an acoustic cavity that exceeds realistic cavity linewidths, potentially leading to a new class of acoustic qubit. We further show that the strong second-order nonlinearity could be used to produce a high-gain, traveling-wave parametric amplifier to amplify--and ultimately detect--the outputs of the acoustic cavity qubits. Assuming favorable losses in such a system, these capabilities, combined with the ability to efficiently transduce phonons from microwave electromagnetic fields in transmission lines, thus hold promise for creating all-acoustic quantum information processors.","Thu, 1 Feb 2024 03:34:41 UTC (21,243 KB)"
"95","Optimum classical beam position sensing","Wenhua He, Christos N. Gagatsos, Dalziel J. Wilson, Saikat Guha","Optics (physics.optics)","Beam displacement measurements are widely used in optical sensing and communications; however, their performance is affected by numerous intrinsic and extrinsic factors including beam profile, propagation loss, and receiver architecture. Here we present a framework for designing a classically optimal beam displacement transceiver, using quantum estimation theory. We consider the canonical task of estimating the position of a diffraction-limited laser beam after passing through an apertured volume characterized by Fresnel-number product DF. As a rule of thumb, higher-order Gaussian modes provide more information about beam displacement, but are more sensitive to loss. Applying quantum Fisher information, we design mode combinations that optimally leverage this trade-off, and show that a greater than 10-fold improvement in precision is possible, relative to the fundamental mode, for a practically relevant DF = 100. We also show that this improvement is realizable with a variety of practical receiver architectures. Our findings extend previous works on lossless transceivers, may have immediate impact on applications such as atomic force microscopy and near-field optical communication, and pave the way towards globally optimal transceivers using non-classical laser fields.","Thu, 1 Feb 2024 01:08:22 UTC (3,803 KB)"
"96","Multi-zone trapped-ion qubit control in an integrated photonics QCCD device","Carmelo Mordini, Alfredo Ricci Vasquez, Yuto Motohashi, Mose Müller, Maciej Malinowski, Chi Zhang, Karan K. Mehta, Daniel Kienzler, Jonathan P. Home","Quantum Physics (quant-ph)","Multiplexed operations and extended coherent control over multiple trapping sites are fundamental requirements for a trapped-ion processor in a large scale architecture. Here we demonstrate these building blocks using a surface electrode trap with integrated photonic components which are scalable to larger numbers of zones. We implement a Ramsey sequence using the integrated light in two zones, separated by 375 $\mu$m, performing transport of the ion from one zone to the other in 200 $\mu$s between pulses. In order to achieve low motional excitation during transport we developed techniques to measure and mitigate the effect of the exposed dielectric surfaces used to deliver the integrated light to the ion. We also demonstrate simultaneous control of two ions in separate zones with low optical crosstalk, and use this to perform simultaneous spectroscopy to correlate field noise between the two sites. Our work demonstrates the first transport and coherent multi-zone operations in integrated photonic ion trap systems, forming the basis for further scaling in the trapped-ion QCCD architecture.","Wed, 31 Jan 2024 18:28:16 UTC (29,909 KB)[v2] Fri, 23 Feb 2024 23:02:18 UTC (8,086 KB)"
"97","Software and Firmware-logic Design for the PIP-II Machine Protection System Mode and Configuration Control at Fermilab","L. Carmichael (1), M. Austin (1), J. Eisch (1), E. Harms (1), R. Neswold (1), A. Prosser (1), A. Warner (1), J. Wu (1) ((1) Fermilab)","Accelerator Physics (physics.acc-ph)","The PIP-II Machine Protection System (MPS) requires a dedicated set of tools for configuration control and management of the machine modes and beam modes of the accelerator. The protection system reacts to signals from various elements of the machine according to rules established in a setup database in the form of a Look-Up-Table filtered by the program Mode Controller. This is achieved in accordance with commands from the operator and governed by the firmware logic of the MPS. This paper describes the architecture, firmware logic, and implementation of the program mode controller.","Wed, 31 Jan 2024 16:57:06 UTC (811 KB)"
"98","Probabilistic Photonic Computing with Chaotic Light","Frank Brückerhoff-Plückelmann, Hendrik Borras, Bernhard Klein, Akhil Varri, Marlon Becker, Jelle Dijkstra, Martin Brückerhoff, C. David Wright, Martin Salinga, Harish Bhaskaran, Benjamin Risse, Holger Fröning, Wolfram Pernice","Optics (physics.optics)","Biological neural networks effortlessly tackle complex computational problems and excel at predicting outcomes from noisy, incomplete data, a task that poses significant challenges to traditional processors. Artificial neural networks (ANNs), inspired by these biological counterparts, have emerged as powerful tools for deciphering intricate data patterns and making predictions. However, conventional ANNs can be viewed as ""point estimates"" that do not capture the uncertainty of prediction, which is an inherently probabilistic process. In contrast, treating an ANN as a probabilistic model derived via Bayesian inference poses significant challenges for conventional deterministic computing architectures. Here, we use chaotic light in combination with incoherent photonic data processing to enable high-speed probabilistic computation and uncertainty quantification. Since both the chaotic light source and the photonic crossbar support multiple independent computational wavelength channels, we sample from the output distributions in parallel at a sampling rate of 70.4 GS/s, limited only by the electronic interface. We exploit the photonic probabilistic architecture to simultaneously perform image classification and uncertainty prediction via a Bayesian neural network. Our prototype demonstrates the seamless cointegration of a physical entropy source and a computational architecture that enables ultrafast probabilistic computation by parallel sampling.","Wed, 31 Jan 2024 15:27:38 UTC (4,338 KB)"
"99","Hierarchical phased-array antennas coupled to Al KIDs: a scalable architecture for multi-band mm/submm focal planes","Jean-Marc Martin, Junhan Kim, Fabien Defrance, Shibo Shu, Andrew D. Beyer, Peter K. Day, Jack Sayers, Sunil R. Golwala","Instrumentation and Methods for Astrophysics (astro-ph.IM)","We present the optical characterization of two-scale hierarchical phased-array antenna kinetic inductance detectors (KIDs) for millimeter/submillimeter wavelengths. Our KIDs have a lumped-element architecture with parallel plate capacitors and aluminum inductors. The incoming light is received with a hierarchical phased array of slot-dipole antennas, split into 4 frequency bands (between 125 GHz and 365 GHz) with on-chip lumped-element band-pass filters, and routed to different KIDs using microstriplines. Individual pixels detect light for the 3 higher frequency bands (190-365 GHz) and the signals from four individual pixels are coherently summed to create a larger pixel detecting light for the lowest-frequency band (125-175 GHz). The spectral response of the band-pass filters was measured using Fourier transform spectroscopy (FTS), the far-field beam pattern of the phased-array antennas was obtained using an infrared source mounted on a 2-axis translating stage, and the optical efficiency of the KIDs was characterized by observing loads at 294 K and 77 K. We report on the results of these three measurements.","Wed, 31 Jan 2024 01:29:09 UTC (2,628 KB)"
"100","Frequency-domain multiplexing of SNSPDs with tunable superconducting resonators","Sasha Sypkens, Lorenzo Minutolo, Sahil Patel, Emanuel Knehr, Alexander B. Walter, Henry G. Leduc, Lautaro Narváez, Ralph Chamberlin, Tracee Jamison-Hooks, Matthew D. Shaw, Peter K. Day, Boris Korzh","Instrumentation and Detectors (physics.ins-det)","This work culminates in a demonstration of an alternative Frequency Domain Multiplexing (FDM) scheme for Superconducting Nanowire Single-Photon Detectors (SNSPDs) using the Kinetic inductance Parametric UP-converter (KPUP) made out of NbTiN. There are multiple multiplexing architectures for SNSPDs that are already in use, but FDM could prove superior in applications where the operational bias currents are very low, especially for mid- and far-infrared SNSPDs. Previous FDM schemes integrated the SNSPD within the resonator, while in this work we use an external resonator, which gives more flexibility to optimize the SNSPD architecture. The KPUP is a DC-biased superconducting resonator in which a nanowire is used as its inductive element to enable sensitivity to current perturbations. When coupled to an SNSPD, the KPUP can be used to read out current pulses on the few $\mu$A scale. The KPUP is made out of NbTiN, which has high non-linear kinetic inductance for increased sensitivity at higher current bias and high operating temperature. Meanwhile, the SNSPD is made from WSi, which is a popular material for broadband SNSPDs. To read out the KPUP and SNSPD array, a software-defined radio platform and a graphics processing unit are used. Frequency Domain Multiplexed SNSPDs have applications in astronomy, remote sensing, exoplanet science, dark matter detection, and quantum sensing.","Tue, 30 Jan 2024 21:32:57 UTC (2,437 KB)"
"101","Momentum Matching for 2D-3D Heterogeneous Ohmic van der Waals Contact","Tara Jabegu, Ningxin Li, Aisha Okmi, Ben Tipton, Ivan Vlassiouk, Kai Xiao, Yao Yao, Sidong Lei","Applied Physics (physics.app-ph)","Construction of ohmic contact is a long-standing challenge encountered by two-dimensional (2D) device fabrication and integration. van der Waals contacts, as a new solution for 2D contact construction, can effectively eliminate issues, such as Fermi-level pining and formation of Schottky barrier. Nevertheless, current research primarily considers energy band alignment, while ignoring the transverse momentum conservation of charge carriers during the quantum tunneling across the van der Waals contacts. In this study, by comparing the IV characteristics and tunneling spectra of graphene-silicon tunneling junctions with various interfacial transverse momentum distribution, we demonstrate the importance of charge carrier momentum in constructing high-performance 2D contact. Further, by conditioning the van der Waals contacts and minimizing the momentum mismatch, we successfully enhanced the quantum tunneling current with more than three orders of magnitude and obtain ohmic-like contact. Our study provide and effective method for the construction of direction 2D-3D contact with low resistance and can potentially benefit the heterogeneous of integration of 2D materials in post-CMOS architectures.","Tue, 30 Jan 2024 15:48:22 UTC (1,156 KB)"
